"samples","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4707655","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
"mgm4707656","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
"mgm4707657","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
"mgm4707658","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
"mgm4707659","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
"mgm4707660","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
"mgm4707951","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
"mgm4707952","host-associated","terrestrial","human_host-associated","saliva","United Kingdom","PMI Saliva",53.807494,1.521012,"nadat","illumina"
"mgm4709032","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53,2.1,"cheng","illumina"
"mgm4709721","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709723","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709724","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709725","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709726","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709727","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709731","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709732","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709734","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709740","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709741","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4709742","free-living","terrestrial","soil","agricultural_soil","Brazil","Metagenomics of sugarcane soils",-22.41,-47.38,"braga","illumina"
"mgm4712232","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4712233","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4712234","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4712235","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4712236","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4712237","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4712239","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4712241","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4712242","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4712243","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4712246","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4712247","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4712248","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4712249","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4712251","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4712252","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4712253","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4712255","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4712256","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4712257","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4712258","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4712259","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4712260","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.8,-116.69,"allison","illumina"
"mgm4712261","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4712262","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4712263","free-living","terrestrial","soil","desert_soil","USA","CA_IN",33.65,-116.37,"allison","illumina"
"mgm4712264","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.81,-116.77,"allison","illumina"
"mgm4712265","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4712266","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4712268","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4712270","free-living","terrestrial","soil","forest_soil","USA","CA_IN",33.61,-116.46,"allison","illumina"
"mgm4712271","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4712272","free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina"
"mgm4712754","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712755","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712756","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712757","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712758","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712759","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712760","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712761","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712762","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712763","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712764","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712765","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712766","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712767","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712768","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4712769","host-associated","terrestrial","plant_associated","plant-associated","Japan","Toyota_Yamagata",38.910846,139.898044,"minamisawa","illumina"
"mgm4714551","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool5",53.1,1.3,"cheng","illumina"
"mgm4714552","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool5",53.1,1.3,"cheng","illumina"
"mgm4714578","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool5",53.1,1.3,"cheng","illumina"
"mgm4715698","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool6",53.49191,1.314801,"cheng","illumina"
"mgm4715819","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool6",53.49191,1.314801,"cheng","illumina"
"mgm4715909","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina"
"mgm4715910","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina"
"mgm4715911","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina"
"mgm4715912","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina"
"mgm4715913","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina"
"mgm4715914","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina"
"mgm4715916","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina"
"mgm4715917","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina"
"mgm4715918","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina"
"mgm4716055","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool6",53.49191,1.314801,"cheng","illumina"
"mgm4716056","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool6",53.49191,1.314801,"cheng","illumina"
"mgm4716057","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool6",53.49191,1.314801,"cheng","illumina"
"mgm4716058","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool6",53.49191,1.314801,"cheng","illumina"
"mgm4716059","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool6",53.49191,1.314801,"cheng","illumina"
"mgm4716060","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool6",53.49191,1.314801,"cheng","illumina"
"mgm4716116","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716117","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716118","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716119","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716120","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716121","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716122","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716123","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716124","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716125","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716126","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716127","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool4",53.49191,1.314801,"cheng","illumina"
"mgm4716139","host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool7",53.49191,1.314801,"cheng","illumina"
